Date,Open,High,Low,Close,Adj Close,Volume
2018-09-26,0.798000,0.798000,0.798000,0.798000,0.798000,0
2018-09-27,0.802000,0.802000,0.802000,0.802000,0.802000,0
2018-09-28,0.804000,0.804000,0.804000,0.804000,0.804000,0
2018-10-01,0.798000,0.798000,0.798000,0.798000,0.798000,0
2018-10-02,0.794000,0.794000,0.794000,0.794000,0.794000,0
2018-10-04,0.736000,0.736000,0.736000,0.736000,0.736000,0
2018-10-05,0.742000,0.742000,0.742000,0.742000,0.742000,0
2018-10-08,0.756000,0.756000,0.756000,0.756000,0.756000,0
2018-10-09,0.744000,0.744000,0.744000,0.744000,0.744000,0
2018-10-10,0.748000,0.748000,0.748000,0.748000,0.748000,0
2018-10-11,0.748000,0.748000,0.748000,0.748000,0.748000,0
2018-10-12,0.738000,0.738000,0.738000,0.738000,0.738000,0
2018-10-15,0.732000,0.732000,0.732000,0.732000,0.732000,0
2018-10-16,0.732000,0.732000,0.732000,0.732000,0.732000,0
2018-10-17,0.734000,0.734000,0.734000,0.734000,0.734000,0
2018-10-18,0.836000,0.836000,0.836000,0.836000,0.836000,0
2018-10-19,0.808000,0.808000,0.808000,0.808000,0.808000,0
2018-10-22,0.880000,0.880000,0.880000,0.880000,0.880000,8196
2018-10-23,0.782000,0.782000,0.782000,0.782000,0.782000,0
2018-10-24,0.768000,0.768000,0.768000,0.768000,0.768000,0
2018-10-25,0.758000,0.758000,0.758000,0.758000,0.758000,0
2018-10-26,0.754000,0.754000,0.754000,0.754000,0.754000,0
2018-10-29,0.754000,0.754000,0.754000,0.754000,0.754000,0
2018-10-30,0.754000,0.754000,0.754000,0.754000,0.754000,0
2018-10-31,0.732000,0.732000,0.732000,0.732000,0.732000,0
2018-11-01,0.696000,0.696000,0.696000,0.696000,0.696000,0
2018-11-02,0.698000,0.698000,0.698000,0.698000,0.698000,0
2018-11-05,0.670000,0.670000,0.670000,0.670000,0.670000,0
2018-11-06,0.664000,0.664000,0.664000,0.664000,0.664000,0
2018-11-07,0.654000,0.654000,0.654000,0.654000,0.654000,0
2018-11-08,0.658000,0.658000,0.658000,0.658000,0.658000,0
2018-11-09,0.668000,0.668000,0.668000,0.668000,0.668000,0
2018-11-12,0.674000,0.674000,0.674000,0.674000,0.674000,0
2018-11-13,0.672000,0.672000,0.672000,0.672000,0.672000,0
2018-11-14,0.628000,0.628000,0.628000,0.628000,0.628000,0
2018-11-15,0.550000,0.550000,0.550000,0.550000,0.550000,0
2018-11-16,0.568000,0.568000,0.568000,0.568000,0.568000,0
2018-11-19,0.483000,0.483000,0.483000,0.483000,0.483000,0
2018-11-20,0.351000,0.351000,0.351000,0.351000,0.351000,0
2018-11-21,0.356000,0.356000,0.356000,0.356000,0.356000,0
2018-11-22,0.490000,0.490000,0.490000,0.490000,0.490000,0
2018-11-23,0.632000,0.674000,0.632000,0.674000,0.674000,2803
2018-11-26,0.628000,0.628000,0.628000,0.628000,0.628000,0
2018-11-27,0.574000,0.574000,0.574000,0.574000,0.574000,0
2018-11-28,0.576000,0.576000,0.576000,0.576000,0.576000,0
2018-11-29,0.564000,0.564000,0.564000,0.564000,0.564000,0
2018-11-30,0.560000,0.560000,0.560000,0.560000,0.560000,0
2018-12-03,0.542000,0.542000,0.542000,0.542000,0.542000,0
2018-12-04,0.556000,0.556000,0.556000,0.556000,0.556000,0
2018-12-05,0.538000,0.538000,0.538000,0.538000,0.538000,0
2018-12-06,0.520000,0.520000,0.520000,0.520000,0.520000,0
2018-12-07,0.486000,0.486000,0.486000,0.486000,0.486000,0
2018-12-10,0.484000,0.484000,0.484000,0.484000,0.484000,0
2018-12-11,0.467000,0.467000,0.467000,0.467000,0.467000,0
2018-12-12,0.461000,0.461000,0.461000,0.461000,0.461000,0
2018-12-13,0.466000,0.466000,0.466000,0.466000,0.466000,0
2018-12-14,0.510000,0.510000,0.510000,0.510000,0.510000,0
2018-12-17,0.522000,0.522000,0.522000,0.522000,0.522000,0
2018-12-18,0.495000,0.495000,0.495000,0.495000,0.495000,0
2018-12-19,0.576000,0.576000,0.576000,0.576000,0.576000,0
2018-12-20,0.576000,0.576000,0.576000,0.576000,0.576000,0
2018-12-21,0.546000,0.546000,0.546000,0.546000,0.546000,0
2018-12-27,0.530000,0.530000,0.530000,0.530000,0.530000,0
2018-12-28,0.530000,0.538000,0.530000,0.538000,0.538000,0
2019-01-02,0.540000,0.540000,0.540000,0.540000,0.540000,0
2019-01-03,0.550000,0.550000,0.550000,0.550000,0.550000,0
2019-01-04,0.542000,0.590000,0.542000,0.590000,0.590000,150
2019-01-07,0.538000,0.538000,0.538000,0.538000,0.538000,0
2019-01-08,0.540000,0.540000,0.540000,0.540000,0.540000,0
2019-01-09,0.546000,0.546000,0.546000,0.546000,0.546000,0
2019-01-10,0.544000,0.544000,0.544000,0.544000,0.544000,0
2019-01-11,0.542000,0.542000,0.542000,0.542000,0.542000,0
2019-01-14,0.544000,0.544000,0.544000,0.544000,0.544000,0
2019-01-15,0.540000,0.540000,0.540000,0.540000,0.540000,0
2019-01-16,0.540000,0.540000,0.540000,0.540000,0.540000,0
2019-01-17,0.544000,0.544000,0.544000,0.544000,0.544000,0
2019-01-18,0.612000,0.672000,0.612000,0.672000,0.672000,300
2019-01-21,0.596000,0.596000,0.596000,0.596000,0.596000,0
2019-01-22,0.568000,0.568000,0.568000,0.568000,0.568000,0
2019-01-23,0.554000,0.554000,0.554000,0.554000,0.554000,0
2019-01-24,0.554000,0.554000,0.554000,0.554000,0.554000,0
2019-01-25,0.576000,0.576000,0.576000,0.576000,0.576000,0
2019-01-28,0.576000,0.576000,0.576000,0.576000,0.576000,0
2019-01-29,0.692000,0.692000,0.692000,0.692000,0.692000,0
2019-01-30,0.824000,0.824000,0.824000,0.824000,0.824000,0
2019-01-31,0.824000,0.824000,0.824000,0.824000,0.824000,24000
2019-02-01,0.766000,0.766000,0.766000,0.766000,0.766000,0
2019-02-04,0.830000,0.830000,0.830000,0.830000,0.830000,0
2019-02-05,0.976000,1.010000,0.976000,1.010000,1.010000,450
2019-02-06,0.994000,0.994000,0.994000,0.994000,0.994000,0
2019-02-07,1.060000,1.060000,1.060000,1.060000,1.060000,0
2019-02-08,1.325000,1.930000,1.325000,1.930000,1.930000,2295
2019-02-11,1.800000,2.200000,1.520000,1.520000,1.520000,1570
2019-02-12,1.350000,1.360000,1.230000,1.280000,1.280000,8172
2019-02-13,1.340000,1.575000,1.340000,1.575000,1.575000,200
2019-02-14,1.485000,1.485000,1.300000,1.300000,1.300000,390
2019-02-15,1.240000,1.240000,1.240000,1.240000,1.240000,0
2019-02-18,1.220000,1.220000,1.220000,1.220000,1.220000,0
2019-02-19,1.020000,1.020000,1.020000,1.020000,1.020000,0
2019-02-20,1.295000,1.295000,1.295000,1.295000,1.295000,0
2019-02-21,1.195000,1.195000,1.195000,1.195000,1.195000,0
2019-02-22,1.195000,1.195000,1.195000,1.195000,1.195000,0
2019-02-25,1.220000,1.220000,1.220000,1.220000,1.220000,0
2019-02-26,1.175000,1.175000,1.175000,1.175000,1.175000,0
2019-02-27,1.115000,1.115000,1.115000,1.115000,1.115000,0
2019-02-28,1.070000,1.070000,1.070000,1.070000,1.070000,0
2019-03-01,1.120000,1.120000,1.120000,1.120000,1.120000,0
2019-03-04,1.140000,1.140000,1.140000,1.140000,1.140000,0
2019-03-05,1.135000,1.135000,1.135000,1.135000,1.135000,0
2019-03-06,1.130000,1.130000,1.130000,1.130000,1.130000,0
2019-03-07,1.130000,1.130000,1.130000,1.130000,1.130000,0
2019-03-08,1.100000,1.100000,1.100000,1.100000,1.100000,0
2019-03-11,1.080000,1.080000,1.050000,1.050000,1.050000,32332
2019-03-12,1.045000,1.045000,1.045000,1.045000,1.045000,0
2019-03-13,1.060000,1.060000,1.060000,1.060000,1.060000,0
2019-03-14,1.050000,1.050000,1.050000,1.050000,1.050000,0
2019-03-15,1.115000,1.115000,1.115000,1.115000,1.115000,0
2019-03-18,1.110000,1.110000,1.110000,1.110000,1.110000,0
2019-03-19,1.245000,1.245000,1.245000,1.245000,1.245000,0
2019-03-20,1.210000,1.210000,1.210000,1.210000,1.210000,0
2019-03-21,1.175000,1.175000,1.175000,1.175000,1.175000,0
2019-03-22,1.195000,1.195000,1.195000,1.195000,1.195000,0
2019-03-25,1.180000,1.180000,1.180000,1.180000,1.180000,0
2019-03-26,1.170000,1.170000,1.170000,1.170000,1.170000,0
2019-03-27,1.170000,1.170000,1.170000,1.170000,1.170000,0
2019-03-28,1.135000,1.135000,1.135000,1.135000,1.135000,0
2019-03-29,1.120000,1.120000,1.120000,1.120000,1.120000,0
2019-04-01,1.104000,1.104000,1.104000,1.104000,1.104000,0
2019-04-02,1.072000,1.072000,1.072000,1.072000,1.072000,0
2019-04-03,1.108000,1.108000,1.108000,1.108000,1.108000,0
2019-04-04,1.086000,1.086000,1.086000,1.086000,1.086000,0
2019-04-05,1.078000,1.078000,1.078000,1.078000,1.078000,0
2019-04-08,1.092000,1.092000,1.092000,1.092000,1.092000,0
2019-04-09,1.074000,1.074000,1.074000,1.074000,1.074000,0
2019-04-10,1.066000,1.066000,1.066000,1.066000,1.066000,0
2019-04-11,1.100000,1.100000,1.100000,1.100000,1.100000,0
2019-04-12,1.092000,1.092000,1.092000,1.092000,1.092000,0
2019-04-15,1.072000,1.072000,1.072000,1.072000,1.072000,0
2019-04-16,1.074000,1.074000,1.074000,1.074000,1.074000,0
2019-04-17,1.086000,1.086000,1.086000,1.086000,1.086000,0
2019-04-18,1.080000,1.080000,1.080000,1.080000,1.080000,0
2019-04-23,1.072000,1.072000,1.072000,1.072000,1.072000,0
2019-04-24,1.038000,1.038000,1.038000,1.038000,1.038000,0
2019-04-25,1.020000,1.020000,1.020000,1.020000,1.020000,0
2019-04-26,0.987000,0.987000,0.987000,0.987000,0.987000,0
2019-04-29,1.012000,1.012000,1.012000,1.012000,1.012000,0
2019-04-30,1.022000,1.022000,1.022000,1.022000,1.022000,0
2019-05-02,1.024000,1.024000,1.024000,1.024000,1.024000,0
2019-05-03,0.450000,0.700000,0.450000,0.700000,0.700000,1000
2019-05-06,0.614000,0.614000,0.614000,0.614000,0.614000,0
2019-05-07,0.685000,0.685000,0.685000,0.685000,0.685000,0
2019-05-08,0.631000,0.631000,0.631000,0.631000,0.631000,0
2019-05-09,0.667000,0.667000,0.667000,0.667000,0.667000,0
2019-05-10,0.655000,0.655000,0.655000,0.655000,0.655000,0
2019-05-13,0.639000,0.639000,0.639000,0.639000,0.639000,0
2019-05-14,0.623000,0.623000,0.623000,0.623000,0.623000,0
2019-05-15,0.637000,0.637000,0.637000,0.637000,0.637000,0
2019-05-16,0.628000,0.628000,0.628000,0.628000,0.628000,0
2019-05-17,0.612000,0.612000,0.612000,0.612000,0.612000,0
2019-05-20,0.608000,0.608000,0.608000,0.608000,0.608000,0
2019-05-21,0.563000,0.563000,0.563000,0.563000,0.563000,0
2019-05-22,0.557000,0.557000,0.557000,0.557000,0.557000,0
2019-05-23,0.540000,0.547000,0.540000,0.547000,0.547000,115
2019-05-24,0.512000,0.512000,0.512000,0.512000,0.512000,0
2019-05-27,0.465000,0.465000,0.465000,0.465000,0.465000,0
2019-05-28,0.450000,0.450000,0.450000,0.450000,0.450000,0
2019-05-29,0.508000,0.508000,0.508000,0.508000,0.508000,0
2019-05-30,0.512000,0.512000,0.512000,0.512000,0.512000,0
2019-05-31,0.526000,0.526000,0.526000,0.526000,0.526000,0
2019-06-03,0.570000,0.570000,0.570000,0.570000,0.570000,0
2019-06-04,0.515000,0.515000,0.515000,0.515000,0.515000,0
2019-06-05,0.497500,0.497500,0.497500,0.497500,0.497500,0
2019-06-06,0.461500,0.461500,0.461500,0.461500,0.461500,0
2019-06-07,0.484500,0.484500,0.484500,0.484500,0.484500,0
2019-06-11,0.466000,0.466000,0.466000,0.466000,0.466000,0
2019-06-12,0.456000,0.456000,0.456000,0.456000,0.456000,0
2019-06-13,0.426000,0.426000,0.426000,0.426000,0.426000,0
2019-06-14,0.469000,0.469000,0.469000,0.469000,0.469000,0
2019-06-17,0.463500,0.463500,0.463500,0.463500,0.463500,0
2019-06-18,0.541000,0.541000,0.541000,0.541000,0.541000,0
2019-06-19,0.490000,0.490000,0.490000,0.490000,0.490000,0
2019-06-20,0.479500,0.479500,0.479500,0.479500,0.479500,0
2019-06-21,0.478000,0.478000,0.478000,0.478000,0.478000,0
2019-06-24,0.471500,0.471500,0.471500,0.471500,0.471500,0
2019-06-25,0.470000,0.470000,0.470000,0.470000,0.470000,0
2019-06-26,0.467500,0.467500,0.467500,0.467500,0.467500,0
2019-06-27,0.475000,0.475000,0.475000,0.475000,0.475000,0
2019-06-28,0.483000,0.483000,0.483000,0.483000,0.483000,0
2019-07-01,0.479500,0.479500,0.479500,0.479500,0.479500,0
2019-07-02,0.484500,0.484500,0.484500,0.484500,0.484500,0
2019-07-03,0.478000,0.478000,0.478000,0.478000,0.478000,0
2019-07-04,0.479000,0.479000,0.479000,0.479000,0.479000,0
2019-07-05,0.493000,0.493000,0.493000,0.493000,0.493000,0
2019-07-08,0.492000,0.492000,0.492000,0.492000,0.492000,0
2019-07-09,0.480000,0.480000,0.480000,0.480000,0.480000,0
2019-07-10,0.476500,0.476500,0.476500,0.476500,0.476500,0
2019-07-11,0.564000,0.564000,0.564000,0.564000,0.564000,0
2019-07-12,0.549000,0.549000,0.549000,0.549000,0.549000,0
2019-07-15,0.543000,0.543000,0.543000,0.543000,0.543000,0
2019-07-16,0.541000,0.541000,0.541000,0.541000,0.541000,0
2019-07-17,0.542000,0.542000,0.542000,0.542000,0.542000,0
2019-07-18,0.509000,0.509000,0.509000,0.509000,0.509000,0
2019-07-19,0.514000,0.514000,0.514000,0.514000,0.514000,0
2019-07-22,0.516000,0.516000,0.516000,0.516000,0.516000,0
2019-07-23,0.528000,0.528000,0.528000,0.528000,0.528000,0
2019-07-24,0.526000,0.526000,0.526000,0.526000,0.526000,0
2019-07-25,0.527000,0.527000,0.527000,0.527000,0.527000,0
2019-07-26,0.521000,0.521000,0.521000,0.521000,0.521000,0
2019-07-29,0.517000,0.517000,0.517000,0.517000,0.517000,0
2019-07-30,0.516000,0.516000,0.516000,0.516000,0.516000,0
2019-07-31,0.502000,0.544000,0.502000,0.544000,0.544000,200
